SMILES,sars,mers
CCc1cc(NC(=O)CCl)n(C)n1,-4.502,-5.224
CNc1nc(C)cc(C(=O)NCC2(O)CCC2)n1,-5.925,-6.262
Cc1ccc(F)cc1NC(=O)c1cc(-c2ccco2)nc2onc(C)c12,-7.487,-8.455
CC(=O)Nc1cccc(C(=O)OCc2coc(-c3ccccc3)n2)c1,,-7.681
Cl.O=C(O)C1CC(F)(F)CCN1,-5.533,-5.652
Fc1cc2cc[nH]c2cc1F,-5.137,-5.523
CCOC(=O)C1CCSCCC1=O,-4.771,-5.035
Clc1ncncc1-c1ccccc1,-5.205,-6.009
CC(N)c1ccc2c(c1)OCCO2,-4.976,-5.407
NC(=O)c1ccc(OCC(=O)O)cc1,-5.428,-5.764
CC(C)n1cnn(CN2CCN(S(=O)(=O)c3ccc(Cl)c(Cl)c3)CC2)c1=S,-6.85,-6.983
Cc1cccc(N2CCN(c3ncnc4c3cnn4C)CC2)c1,-6.819,-7.81
Cl.O=C(O)c1cnc2c(n1)CCCC2,-5.518,-5.997
CC(Cl)C(=O)NC1CCCC1,-4.355,-4.895
N#CCn1cnc2c(cnn2-c2ccc([N+](=O)[O-])cc2)c1=O,-7.318,-7.083
CC1CCN(C(=O)CN2C(=O)C(=O)c3cccc(Br)c32)CC1,-7.173,-7.416
CCOC(=O)c1ccoc1CCl,-4.527,-4.793
CC(C)(C)c1ccc2c(c1)CCN2C(=O)c1ccc2n[nH]c(=O)n2c1,-7.971,-7.834
COc1ccccc1C(C)CN,-4.445,-5.108
Cn1c(N)nc2cc(F)ccc21,-4.845,-5.692
C=CCCn1nnc(CN(C)C(=O)c2ccccc2)n1,-6.006,-6.453
O=C(NCc1ccc(Br)cc1Cl)c1cnns1,,-6.162
Cc1ccc(C(=O)NC[C@@H]2CCN(C)[C@H]2c2cccnc2)n1C,-6.72,-7.129
Cc1ccc(C)c(O)c1O,-4.993,-5.031
CC(N)c1nc(C(F)(F)F)no1.Cl,-5.236,-6.124
O=C(NCC(=O)N1CC=C(c2c[nH]c3ccccc23)CC1)c1ccccc1F,-8.125,-8.702
CCc1ccc(C#N)c(Br)c1,-4.531,-5.662
CCc1nc(C)c(C(C)=O)s1,-4.13,-4.942
O=C(CSc1nnc(-c2ccco2)o1)c1c[nH]c2ccccc12,-7.374,-7.79
Cn1cc(C(=O)Nc2ccc3ccccc3n2)c(-c2cccnc2)n1,-7.804,-8.274
CCOC(=N)CC.Cl,-4.389,-4.596
COC1(CN)CCCC(C)C1.Cl,-4.499,-4.892
COCc1nocc1C(=O)NCc1cc2ccccc2n(C)c1=O,-7.16,-7.618
Cc1ccc(NC(=O)C(C)Cl)cc1,-4.915,-5.203
COCc1nnc(NC(=O)CCl)s1,-4.819,-4.734
CCCCNCC(N)=O.Cl,-4.503,-4.896
CCC1(C)NC(=O)N(NC(=O)CSc2cc(C)c3ccccc3n2)C1=O,-7.504,-7.681
O=c1c(C(F)(F)F)c2c(nn1CN1CCc3sccc3C1c1cccs1)CCC2,-7.425,-7.734
O=C(CCl)c1ccc2c(c1)CCCC2,-5.284,-6.194
Cl.NCc1cccc2c1NC(=O)CO2,-5.373,-6.204
Cl.Cl.O=C(O)c1ccnc2c1CNC2,-6.229,-6.458
COCCn1c(=O)[nH]c(=O)c2c1nc(-c1cccc(C#N)c1)n2Cc1ccccc1,-7.601,-7.592
CC(C)(N)c1cccc(F)c1,-4.565,-5.481
Cc1nnc(C2(N)CC2)[nH]1.Cl,-4.817,-5.351
CC(Sc1nnc(-c2ccco2)o1)C(=O)NCc1ccccc1,-6.566,-7.269
CNCc1ccc(OC)c(C)c1.Cl,-4.523,-5.357
Oc1cccc2oc(S)nc12,-4.753,-5.34
CCn1nccc1CN[C@H]1CCCC[C@H]1n1cc(C(C)(C)O)nn1,-6.63,-6.771
NC(=O)C(NC1CCc2c(Cl)cccc21)c1ccccc1,-6.82,-7.257
COCCCC(N)C(=O)O.Cl,-4.826,-4.897
Cc1cccc(C(=O)N2CC(O)(CC#N)C2)c1F,-5.986,-6.86
CC(=NO)C(=O)c1ccc(C)cc1,-5.718,-5.818
OCCCSCc1ccsc1,-3.943,-4.511
Cc1ccc(OS(=O)(=O)[O-])cc1.[K+],-0.971,-1.01
NC(=O)Nc1ccc(Cl)c(N)c1,-5.084,-5.415
Oc1cccc(OC2CCCC2)c1,-5.234,-5.56
CC(C)c1cc(C#N)ccc1O,-5.045,-5.995
Cl.Cl.NCCc1c[nH]c2cnccc12,-5.523,-6.057
COc1ccc(C=CC(=O)Oc2ccc(OC)cc2)cc1,-6.453,-6.568
Cl.Cl.Cn1ccnc1C1(O)CCNCC1,-5.709,-6.362
CCc1noc(CC)c1CN,-4.396,-4.94
CNC(=O)c1ccncc1Cl,-4.659,-5.117
Cc1cnn(C2CCNCC2)c1,-5.081,-5.213
O=[N+]([O-])c1ccc(C2SCCS2)cc1,-5.018,-5.332
CCC(C)OCC(=O)O,-4.236,-4.244
Cl.NCC(C(=O)O)C1CCCCCC1,-5.054,-5.684
CC(Cl)c1nc(-c2ccccc2)no1,-5.447,-6.304
CC(C)c1ccc(CO)cc1,-4.68,-5.384
CC1(C(=O)NCCCc2ccc3c(c2)OCCO3)CC2CC2C1,-7.054,-7.265
O=C1CCOc2c(Br)cc(Cl)cc21,-5.085,-5.944
Cl.O=C(O)Cn1nnc2c1CCCC2,-5.648,-6.061
Cc1cc2cccc(Br)c2s1,-4.419,-5.411
Nc1cccc(-n2nccn2)c1,-4.838,-5.496
CNC(=O)c1cc(Cl)ccc1[N+](=O)[O-],-5.653,-5.761
COC(=O)NN=CC1CCCCC1,-4.929,-5.178
N#Cc1ccc(Cn2cncn2)cc1,-5.288,-5.475
COC(=O)COc1ccc(Br)cc1,-4.991,-5.095
COCCOc1cc(NC(=O)c2sccc2C2CC2)ccc1OC,-6.103,-6.183
N#Cc1ncn(CC(=O)c2ccc3c(c2)OCCCO3)n1,-6.999,-7.582
CN(C)C(=O)CSc1nnc(N)s1,-4.943,-4.932
CN(C)c1ccc(NC(=O)c2cccc3ncccc23)cn1,-6.745,-7.378
O=C(C1CCOC1)N1CC=C(c2c[nH]c3cc(F)ccc23)CC1,-7.006,-8.113
CC(C)CN1CCCCC1C(=O)O,-4.946,-5.178
Cc1ccc(NC(=S)NNC(=O)c2cc(Br)cs2)c(C)c1,-6.674,-7.335
C#Cc1cnc2ccccc2n1,-4.957,-5.829
CNc1ccc(C(N)=O)cc1.Cl,-5.007,-5.528
N#Cc1ncn(CC(=O)N2CCc3ccccc32)n1,-6.378,-7.081
Cl.NCc1nnc(-c2ccccc2)s1,-5.593,-5.983
Cl.NCCc1c(Br)cncc1Br,-5.188,-5.89
COC1CC(CC(=O)O)C1,-4.446,-4.583
O=C(O)c1ccc(F)c(C2CC2)c1,-5.209,-5.639
COc1cc(Cl)ccc1C(=O)O,-5.027,-5.361
Cn1ncc2c(N3CCN(C(=O)C4CCOc5ccccc54)CC3)ncnc21,-7.33,-9.488
O=[N+]([O-])c1cc(Br)c(O)c(Br)c1,-4.678,-4.933
Cl.NC(CO)c1cc(F)ccc1F,-5.132,-5.944
O=Cc1csc(-c2cccs2)n1,-4.606,-5.208
Nc1cc(C(F)(F)F)ccc1C(=O)O,-5.35,-6.088
COC(=O)c1cncn1C.Cl,-4.807,-5.274
O=C(N[C@H]1C[C@H](c2ccc(F)c(Cl)c2)C1)c1ccc2cncn2c1,-6.601,-7.687
O=c1[nH]ccc2cc[nH]c12,-5.298,-5.209
CC(C(=O)N(C)Cc1ccc([N+](=O)[O-])cc1)n1c(=O)oc2ccccc21,-7.172,-7.857
CC(N)C(=O)N1CCOCC1.Cl,-4.899,-5.26
O=C1CC(C(=O)Nc2ccc(-n3cnc4ccccc43)nc2)CC(=O)N1,-7.407,-8.774
C#CCNC(=O)c1cc(C)nc2c1cnn2Cc1ccc(C)cc1,-7.01,-7.48
Cc1csc(N2CCNCC2)n1,-4.855,-5.127
CCCC(=O)C(C#N)c1nc2cc(Cl)ccc2c(=O)[nH]1,-6.362,-6.567
O=[N+]([O-])c1cccc(C(Cl)Cl)c1,-4.967,-5.655
Cc1nn(CN2CCN(S(=O)(=O)Cc3ccccc3)CC2)c(=O)c2ccccc12,-7.659,-8.325
Cl.ClCc1cncc(Br)c1,-4.556,-4.735
CC(C)(C)NCc1ccccc1,-4.272,-4.994
Cn1cccc1C=NNC(=O)c1n[nH]c2c1CCCC2,-6.694,-7.131
NCCSc1nnc(-c2ccccc2)n1-c1ccc(F)cc1F.O=C(O)C(=O)O,-8.433,-8.756
CCOC(=N)N.Cl,-4.48,-4.758
CCn1nccc1NS(=O)(=O)CC,-4.529,-4.704
CCS(=O)(=O)c1cccc(-c2nc(N(C)C)no2)c1,-6.107,-6.404
CCn1c(S)nnc1CCNC(=O)C1CC2CCCC(C1)C2=O,-6.659,-6.828
COc1ccc(CNC(=O)c2occc2CN2CCOCC2)cn1,-6.57,-6.803
O=C(C=Cc1ccccc1)Nc1ccc(SC(F)(F)C(F)(F)C(F)(F)F)cc1,-6.236,-7.243
Cc1ccc2nc[nH]c2n1,-4.651,-5.29
Cl.NC1(c2c(F)cccc2F)CC1,-5.773,-6.051
CC(NC(=O)CSc1ccccn1)c1ccc2c(c1)OCO2,-6.791,-6.725
I.N=C(N)N1CCc2ccccc2C1,-5.418,-6.214
COC(=O)c1sccc1N1C(=O)CC(Nc2ccccc2)C1=O,-6.535,-6.666
C1CNCC2(C1)CCOCC2,-4.596,-5.051
Cc1cc(S(N)(=O)=O)c(C)o1,-5.1,-5.106
O=C(O)c1sccc1Cl,-4.504,-4.439
COc1ccc(OC(=O)c2cc3ccccc3oc2=O)cc1,-7.179,-7.704
Nc1nc(-c2ccc(F)c(Cl)c2)cs1,-5.192,
CC(N)C(C)Oc1ccccc1,-4.35,-5.341
Cl.Cl.Nc1ccnc(C2CCNCC2)c1,-5.748,-6.289
Cc1nc(C(C)(C)C)sc1C(=O)NC(C)C,-5.083,-5.357
O=C(O)c1cnn(C2CCC2)c1,-5.043,-5.36
Cc1c(Cl)c(COC(=O)C=Cc2cccc3cccnc23)nc2ccccc12,-7.466,-8.424
COc1cc(C=O)ccc1OCC#N,-4.913,-5.205
CCOC(=O)c1c(C)[nH]c(-c2cn3ccccc3n2)c1C,-6.213,-6.76
OCc1ccc2cn[nH]c2c1,-5.576,-5.599
CON(C)C(=O)c1ccc(-n2ccnc2SC)cc1,-5.527,-5.895
O=C(CSc1nnc[nH]1)Nc1c(Cl)cc(Cl)cc1Cl,-5.977,-7.135
Cl.N[C@H]1C2CC3CC1C[C@](O)(C3)C2,-5.178,-5.427
Cc1ccc(NC(=O)NCc2nc(C)cs2)c(Br)c1,-6.209,-6.685
NCCCC1CCOCC1,-4.182,-4.618
C#CC(N)Cc1ccccc1.Cl,-4.851,-5.771
COc1ncccc1C(=O)N1CCCC(c2cc(C)[nH]n2)C1,-6.838,-7.568
CCOC1(C(=O)O)CCSCC1,-4.922,-4.829
CC(OC(=O)c1cccc2ccccc12)c1nc2ccccc2c(=O)[nH]1,-8.213,-8.957
Cc1cc(C(=O)O)cc2c1CCC2,-5.395,-6.108
CCOC(=O)NC(=O)CSc1nnc[nH]1,-5.525,-5.609
CC(=O)Nc1ccncc1Br,-4.369,-4.705
CC(O)CC1CCCCN1,-4.606,-4.675
Fc1cncc(I)c1,-3.995,-4.225
CC(CN)Oc1ccc(Cl)cc1,-4.34,-5.234
Cl.NCC1CCC(=O)NC1,-5.161,-5.107
CCOC(=O)C(=Cc1ccc(OC)c(Br)c1)c1nccn1C,-5.806,-6.071
COc1ccccc1C=CC(=O)C(C#N)C(=O)Nc1ccc(F)cc1,,-7.451
Cn1cc(Br)c2cnccc21,-4.647,-5.076
CC1CN(C(=O)c2ccc(-n3cnc4ccccc43)cc2)CC(C)O1,-7.187,-7.833
Brc1cncc(-c2nnn[nH]2)c1,-5.513,-5.52
CNc1snc(C)c1C#N,-4.375,-4.734
Cc1cc(C)n(Cc2cccc(C(=O)Nc3nnn[nH]3)c2)n1,-7.438,-7.91
CCOc1ncccc1C(=O)O,-5.047,-5.156
Cl.ClCc1ccc(-n2cccn2)cc1,-5.263,-5.901
O=C(C1CCN(Cn2c(=O)oc3ccccc32)CC1)N1CCCC1,-7.041,-7.381
OCc1nnc[nH]1,-4.722,-4.092
CCCCCNC(=O)[C@@H](N)CCN,-4.565,-4.911
NS(=O)(=O)CCc1ccccc1Br,-5.298,-5.567
Cc1ccc(CC(=O)Oc2ccc(C#N)cc2)cc1,-6.117,-6.548
CC(C)n1ccnc1C(=O)CCl,-4.65,-4.598
COc1nc(C)cc(C)c1CSc1ncnc2ccsc12,-6.149,-6.991
Nc1nnc(SCC(=O)NC2CC2)s1,-5.296,-5.208
Cc1cnc(N)cn1,-3.98,-4.134
CS(=O)(=O)c1ccc2ncnc(NC(CO)c3ccccc3)c2c1,-7.016,-7.419
C=Cc1nc(C(C)=O)c(C)[nH]1,-4.519,-5.097
CC1CCNCC12CCC2,-4.564,-4.876
Clc1ccc(C=Cc2ncc3ccccn23)cc1,-6.129,-6.871
c1ccc(N2CCOCC2)c(CNCc2cccc3ccccc23)c1,-7.549,-7.706
c1coc(-c2noc(CN3CCCCC3)n2)c1,-6.457,-6.31
CCNCc1nccs1.Cl,-4.335,-4.806
O=C(NCc1nnc2ccccn12)c1cc([N+](=O)[O-])ccc1Oc1ccccc1,-7.804,-7.835
CC(N)(CCF)C(=O)O.Cl,-4.694,-4.758
O=C(CSc1nnc(-c2ccco2)o1)NC1CCCC1,-6.377,-6.883
O=C1CCCc2[nH]c(=O)c(C(=O)OCc3ccc(-c4ccccc4)cc3)cc21,-8.488,-7.464
CC(C)OCC#N,-3.637,-3.604
Cl.NC(CCC(=O)O)C(F)(F)F,-5.601,-5.205
COc1cc(C=O)ccc1OC(F)F,-4.826,-5.641
O=C(OCc1cccc([N+](=O)[O-])c1)C1=COCCO1,-6.567,-6.507
COc1ccc(-n2cnnc2S)cn1,-4.738,
CCCCCCn1c(CN2CCCCC2)nc2c1c(=O)n(C)c(=O)n2C,-6.867,-6.588
COc1ccc(C(O)CN)cc1OC,-4.739,
COC(=O)CN1CCNC1=O,-5.144,-4.612
CN(C)c1cn[nH]c(=O)c1.Cl,-5.588,-5.37
CCCc1cc(=O)[nH]c(SCC(=O)Nc2ccc(Br)cc2F)n1,-6.464,-6.784
Cc1nnc2ccc(C#N)cn12,-5.537,-6.03
O=c1c2ccccc2nnn1CSc1nncn1-c1ccccc1,-7.658,-7.805
O=c1[nH]c2ccc(S(=O)(=O)Nc3cc(Cl)ccc3Oc3ccccc3)cc2o1,-8.473,-8.666
CCc1ccc(C(C)N)cc1,-4.463,-5.191
FCCCCn1ccnn1,-4.093,-4.355
CC(=O)NCC(O)c1ccccc1,-5.095,-5.664
N#Cc1ccc(OCC(=O)Oc2ccc(Cl)cc2)cc1,-6.246,-6.404
O=C(O)c1ccc(CO)c(F)c1,-5.303,-5.753
COc1cccc(C(=O)COC(=O)c2cc3ccccc3oc2=O)c1,-7.275,-8.024
OCCCNC1CC1,-4.06,-3.775
CCc1cccc(NC(=O)CSc2nnc[nH]2)c1,-6.219,-6.858
CNC(=O)NCCCO,-4.306,-4.115
Cl.NC(=O)NC1CCCNC1,-4.89,-5.679
C#CCNC(=O)C12CCC(=O)N1c1cc(Cl)ccc1S2,-6.321,-6.782
Cl.Cl.NCc1cccc2c1NCCC2,-5.766,-6.381
CC(C)S(=O)(=O)NC(=O)c1cn(C)c(=O)[nH]c1=O,-6.237,-6.204
Cc1cnccc1C(C)C(=O)O.Cl,-6.068,-5.732
COCCNC(=O)Nc1ccc(F)c(C(F)(F)F)c1,-5.982,-6.909
COCC1(C#N)CCCCC1,-4.91,-4.839
CC(C)(C)C1CCC(C(=O)OCC(=O)c2ccc(Cl)c(Cl)c2)CC1,-6.55,-6.896
Cc1ccc(OC2CCN(c3snc(Cl)c3C#N)CC2)cc1C,-6.769,-7.483
CN(C)Cc1ccoc1C(=O)O.Cl,-5.407,-6.01
Cc1cncc(CC(=O)O)c1.Cl,-5.074,-5.398
Cc1ncsc1C1CCNCC1.Cl.Cl,-5.45,-5.879
O=C(O)C1CCC(F)(F)C1,-4.733,-5.123
O=C(OCc1nc2ccccc2o1)c1sccc1-n1cccc1,-6.64,-7.397
CC(Sc1nc(C=Cc2cccs2)n[nH]1)C(=O)N(C)c1ccccc1,-6.529,-6.892
CCCCNC(=O)NC(C)(C)CC,-4.48,-4.791
Cc1n[nH]c(C(C)C)c1C(=O)O,-5.007,-5.678
Cc1cc(=O)n2c(C)csc2c1C#N,-5.1,-6.325
O=C(NC1CCc2c(Cl)cccc21)c1ccc(=O)n(-c2ccccc2)n1,-7.99,-8.27
NS(=O)(=O)CC1CCCCO1,-4.797,-4.944
CC1NCCOC1C,-3.836,-4.007
Cc1ccc(OCCN(C)C(=O)c2cc(C)on2)cc1,-6.22,-7.132
COc1ccc(C(C)=O)cc1COC(=O)c1nn(-c2ccccc2)c(C)cc1=O,-7.225,-7.475
Cc1ccc(-c2nc(N)sc2C)cc1,-5.047,-5.687
O=C(NCc1nnc2n1CCC2)c1cc(-c2ccco2)nn1-c1ccccc1,-7.269,-8.472
O=C(CC1CC2CCC1C2)OCN1C(=O)c2ccccc2C1=O,-6.95,-7.33
O=C(NC1=NCCS1)C1=COCCO1,,-5.211
N#CCn1nnn(-c2ccccc2Cl)c1=O,-5.713,-6.05
CC(NC(=O)CCc1ncc[nH]1)c1ccc2[nH]ncc2c1,-6.607,-7.344
CC1(C)CNCC2(CCCOC2)O1,-5.266,-5.417
COc1cc(NC(=O)C2CCS(=O)(=O)C2)ncc1Br,-5.947,-6.356
Nc1ccc2[nH]c(=O)c(=O)[nH]c2c1,-5.444,-5.907
O=C(Nc1cc(C(F)(F)F)ccc1OCC(F)(F)F)c1ccn(-c2ccc(F)cc2)n1,-7.244,-7.932
CC(C)(C)C(N)c1ccc(Br)s1.Cl,-4.648,-5.21
COC(=O)c1ccn2ccnc2n1.Cl,-5.455,-5.929
COc1cc(NCc2cnc(C)s2)ncc1Br,-5.36,-6.053
O=C(O)c1cc(Cl)nc2ccccc12,-5.724,-6.24
OC1CCN(c2cccnn2)CC1,-5.195,-5.727
NCC1(O)CCSCC1,-4.306,-4.171
Cl.Cl.Nc1ccc(O)c(N)c1,-5.257,-5.371
Cn1nnc2c(Br)cccc21,-4.849,-5.473
CC(C)(C)NC(=O)c1cnc(-c2ccccc2)s1,-5.708,-6.401
Cc1noc(C)c1CN1CCNCC1.Cl.Cl,-5.895,
Cc1c(N)cncc1Cl,-4.678,-4.575
CNC(=O)c1cc(SC)ccc1Cl,-4.47,-5.332
Cc1ccc(C(=O)C2CCN(C(=O)c3ccccc3F)CC2)c(C)c1,-7.734,-8.52
C#CCNC(=O)CN1CCCc2cccc(OC(F)F)c21,-5.924,-6.815
Fc1ccc(C2CNCCO2)cc1,-4.958,-5.715
COc1ccc2c(Br)ccnc2c1,-4.956,-5.75
CC(C)c1ccc(C(=O)O)cn1.Cl,-5.241,-5.95
N#Cc1c(NC(=O)c2ccc(SC(F)F)cc2)sc2c1CCC2,-6.843,-7.483
Cl.N#CC1(c2nc3ccccc3[nH]2)Cc2cc([N+](=O)[O-])ccc2N2CCCC21,-8.292,-8.256
COc1ccccc1C1(C)CC1N.Cl,-4.862,-5.708
CC(c1ccccc1)N(C)C(=O)Cn1nnc2ccccc2c1=O,-6.595,-7.798
CC(C)CCN=C1CCCN1,-4.285,-4.754
COCCNC(=O)C(=O)O,-4.364,-4.54
CC1CC(N)(c2ccccc2)C1.Cl,-5.464,-5.759
COC(=O)c1ccc(N)nn1,-4.878,-4.995
CCP(=O)(O)C1=CCNCC1,-4.674,-4.83
Cc1ccc(O)c([N+](=O)[O-])n1,-5.273,-5.18
O=C(CCl)Nc1ccc(F)c(F)c1,-4.979,-5.535
NS(=O)(=O)c1cnc(Cl)s1,-4.747,-4.727
O=C(O)CCOC1CCOCC1,-4.822,-4.838
CCOC(=O)c1cnn(Cc2ccccc2)c1NC(=O)c1ccc([N+](=O)[O-])cc1,-7.138,-7.338
CC(OC(=O)CC1CC2CCC1C2)C(N)=O,-5.311,-6.329
CN1CCC[C@H]1CNC(=O)CCl,-4.453,-4.659
Cc1oc(C=O)cc1C(=O)O,-4.959,-5.144
CCCNC(=O)C1(C)CCCNC1.Cl,-5.684,-5.318
Cc1ccc(C)c(C(=O)CCl)c1,-4.659,-5.33
CN1N=C(CN)CC1=O.Cl.Cl,-5.165,-5.382
CC(C)c1cc(C(=O)O)n(C)n1,-4.858,-5.302
Cc1cc(S(N)(=O)=O)c(C)cc1N,-5.585,-5.567
N#Cc1ccc(CN2CCN(CCCn3ccnc3)CC2=O)cc1,-6.539,-6.669
COc1cc(I)cc(OC)c1O,-5.128,-4.698
CCn1cc(OCCCSC)cn1,-4.005,-4.578
CCc1cc(Br)ccc1NC(C)=O,-4.756,-5.287
NC(CCO)C1CCCCC1,-4.646,-4.969
O=C(O)CNS(=O)(=O)c1cccnc1,-5.507,-5.873
COc1ccc(S(N)(=O)=O)c(C)c1,-5.221,-5.411
Cc1nn(-c2ccccc2)c2sc(C(=O)OCC(=O)N3CCc4ccccc43)cc12,-7.637,-8.154
Cn1cnc(C(=O)NCc2cc3ccccc3n(C)c2=O)n1,-7.333,-7.669
CCOC(=O)CN(C)C=O,-4.216,-3.955
Cc1nc(N2CCCC(C(=O)O)C2)c2c3c(sc2n1)CCC3,-7.159,-7.183
O=c1[nH]c2ccc(S(=O)(=O)N3CCN(c4ccc(F)cc4)CC3)cc2o1,-8.062,-8.814
CCn1c(SCc2nc3c(C)cccc3c(=O)[nH]2)nc2cc(S(N)(=O)=O)ccc21,-8.538,-8.12
C#CCNC(=O)C(C)Oc1cccc(Cl)c1Cl,-5.595,-6.113
N#Cc1ncn(Cc2nnnn2Cc2ccccc2)n1,-6.897,-7.223
Cl.OC1(C(F)F)CCCNC1,-4.656,-5.015
Clc1ncc(CN2CCOCC2)s1,-4.401,-4.835
CNC1CCC(C)(C)C1.Cl,-5.074,-5.173
N#Cc1cccc(C(F)F)c1,-4.921,-5.524
CN1C(=O)NC2(CCNCC2)C1=O.Cl,-5.834,-6.138
CCN(CC)C(=O)C(Cl)(Cl)Cl,-3.536,-4.106
O=C(O)c1cc2cc(Br)cc(Br)c2o1,-5.442,-5.753
NC(=O)c1ccc(NS(=O)(=O)c2cc(Cl)sc2Cl)cc1,,-6.929
COc1ccc(-c2nc(COc3ccccc3[N+](=O)[O-])no2)cc1,-7.473,-7.866
CC(NS(=O)(=O)c1ccccc1S(C)(=O)=O)c1cccs1,-6.539,-6.258
Cn1cc(C(N)CN)cn1,-4.094,-4.452
Cc1nnc2n1NC(c1ccc(Cl)cc1)C(C(=O)c1ccc3c(c1)OCCO3)S2,-7.568,-8.677
COC1(CN)CC(C)CC(C)C1.Cl,-4.586,-5.801
CC(=O)c1cnc2ccsc2c1,-4.723,-5.352
Cl.Fc1cc(Cl)cc2c1NCCC2,-5.711,-6.16
COc1cc(C(=O)C=Cc2csnn2)ccc1SC(F)F,-5.977,-6.982
CC(=O)Nc1cccc([N+](=O)[O-])c1,-5.124,-5.883
CC(NC(=O)c1cnn(C)c1)C(=O)O,-5.287,
CN(CCN(C)C1CCCCC1)c1ccc2nnnn2n1,-6.683,-7.162
COC(=O)C1Cc2ccccc2CN1,-5.247,-6.096
Cn1cc(S(=O)(=O)Cl)cn1,-4.625,-4.495
COc1cc2[nH]ccc2cc1Cl,-4.638,-5.39
C[C@H](N)C(=O)OC1CCCC1.Cl,-4.672,-5.418
CC(Cl)c1nc(C(C)(C)C)no1,-5.136,-4.897
N#CCC1=CCCCC1,-4.34,-4.807
O=C(OCc1ccc(Br)cc1F)c1cc2ccccc2oc1=O,-7.187,-8.141
Cc1ccc2c(=O)oc(=O)[nH]c2c1,-5.658,-6.265
Brc1cc(Cn2ccnn2)cs1,-4.697,-5.065
O=C1NCC(C(=O)NC2CC2c2cccc(Br)c2)N1,-6.914,-6.971
CNc1cccnc1C#N,-4.282,-4.832
CNc1ccc(O)cc1C.Cl,-5.054,-5.633
CC(=O)Nc1cccc(C(=O)OCC(=O)c2ccc3c(c2)OCCO3)c1,,-7.464
Fc1cncc(-c2cccnc2)c1,-5.392,-5.847
Cc1nccn1CCCNC1CCc2ncnn2C1,-5.964,-6.518
CC1Cc2ccccc2N1C(=O)COC(=O)C1=COCCO1,-6.587,-7.781
O=C1CCNc2ncccc2N1,-5.328,-5.765
CCNC(=O)NC1(C(=O)Nc2ccc3nc(S)oc3c2)CCCC1,-6.494,-7.648
Cc1nc2cc(Br)ccc2o1,-4.819,-5.55
C#CCNc1ccc2c(c1)COC2,-5.032,-5.54
O=C(C=Cc1ccc(Cl)cc1)OCC(F)F,-5.645,-5.846
CC(C)CN1CCC[C@@H]1CN.Cl,-4.597,-5.335
Cc1ccc(NC(=S)NC(=O)c2ccc(Cl)cc2)nc1,-6.244,-6.486
NS(=O)(=O)Cc1ccccc1F,-4.956,-5.261
C=CCN(CC=C)C(CN)C(C)C,-3.787,-4.683
Br.Cc1cc(Br)c2nccn2c1,-4.693,-5.503
O=C(Nc1ccc2c(c1)OCO2)c1nc(-c2cccs2)n(-c2ccccc2)n1,-7.761,-7.446
Nc1cc(N)c(F)cc1F,-4.666,-4.914
CC(C)(N)CCN.Cl.Cl,-5.071,-4.84
NC(=O)c1ccc(NC(=O)C=Cc2ccc(Cl)s2)cc1,-5.912,-7.186
COCCNC(=S)NN,-3.956,-3.784
Cc1nn(CCO)c(N)c1C1(O)C(=O)Nc2ccc(C(C)C)cc21,-7.136,-7.254
CSc1ncccc1C(=O)OCc1cccc(C(F)(F)F)c1,-6.584,-6.913
CC(N)=C(C#N)C(=O)CSc1nnc(-c2ccco2)o1,-6.198,-6.871
O=C(NCc1nnc(S)n1C1CC1)C1CC1c1cccc(C(F)(F)F)c1,-6.688,-8.101
COc1ccc(C(=O)COC(=O)c2ccc(C)c(C)c2)c(OC)c1,-5.451,-6.674
Cl.NCC1COc2ccccc2O1,-5.367,-6.067
Cc1occc1C(=O)NC1CC1,-4.505,-5.3
COc1ccc(CNC(=O)Cn2c(=O)cnc3ccccc32)cc1OC,,-7.568
O=C(OCCOc1ccccc1)c1cc(-c2ccccc2)[nH]n1,-7.298,-6.915
O=C(Oc1ccccc1)c1nc(-c2ccccc2)n2c1CCCCC2,-7.325,-7.405
NS(=O)(=O)CCc1ccccc1F,-5.305,-5.694
CON(C)C(=O)c1ccc(Br)cc1OC(C)C,-4.793,-5.565
CCc1cccc(C)c1NC(N)=S,-4.493,-5.61
CC(=O)NC(CO)c1ccccc1,-5.024,-5.545
Cl.NN1CCNC(=O)C1=O,-5.58,-4.885
NCC(O)c1ccc(OC(F)F)cc1,-4.936,
O=c1c(I)coc2ccccc12,-4.689,-5.739
CC1(C2CCNCC2)CC1.Cl,-4.699,-5.186
CC1c2ccccc2CC1N,-4.818,-5.55
Fc1cccc2[nH]c(CSc3nncn3Cc3ccco3)nc12,-7.329,-7.242
O=C(OCc1cnn(-c2ccccc2)c1)c1ccc2ccccc2n1,-7.456,-7.97
CC1(C(=O)O)CC(C(F)(F)F)=NO1,-5.703,-5.444
O=C(CCl)Nc1ncc([N+](=O)[O-])s1,-4.95,-5.119
O=C(OCc1cc(Cl)c2c(c1)OCCO2)c1cc2c(cc1[N+](=O)[O-])OCO2,-8.14,-8.351
CCS(=O)Cc1cccc(Br)c1,-4.562,-5.103
Nc1c(Cl)cc(O)cc1Cl,-4.283,-4.95
Cl.Nc1ccc(C2CC2(F)F)cc1,-5.301,-6.123
O=C1CC(C(=O)O)c2ccccc21,-6.066,-6.174
CC(C)(C#N)C(=O)O,-4.623,-4.136
